,0,1,2,3,4,5,6
80,81.,04-Sep-2023 10:45 AM,07-Sep-2023 03:00 PM,07-Sep-2023 03:30 PM,"[RESTORATION/STRENGTHENING OF TG DECK, PEDESTALS AND  SUPPORTING STRUCTURES OF UNIT 1 AT NTECL, VALLUR][CS5487][2023_NTECL_166529_1]",NTECL||Vallur Thermal Power Project||Contracts and Materials,NA
81,82.,04-Sep-2023 10:30 AM,25-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,[Procurement of Elbow and Bend for Dry Ash Conveying Line][100000918][2023_APCPL_166065_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
82,83.,04-Sep-2023 10:15 AM,11-Sep-2023 12:00 PM,12-Sep-2023 12:00 PM,[Consortium for the Construction works ][WAPCOS/NIT/EPC-C/2023/01][2023_WAPCO_166526_1],WAPCOS Limited||Centre for Infrastructure Development,NA
83,84.,04-Sep-2023 10:00 AM,19-Oct-2023 10:00 AM,20-Oct-2023 10:00 AM,[Consultancy Services for preparation of Detailed Project Report for Four / Six laning of Dindigul - Theni - Kumili section of NH-183 in the State of Tamil Nadu][NHAI/17011/02/20/2023/ROM][2023_NHAI_166521_1],National Highways Authority of India||RO-Thiruvananthapuram - NHAI,0.00
84,85.,04-Sep-2023 09:30 AM,12-Sep-2023 03:00 PM,15-Sep-2023 03:30 PM,"[Annual maintenance contract including Civil,Carpentry,Sanitary etc.and Maintenance and operation of waste water filtration units at NIO staff quarters, Dona Paula,Goa.][20/50/2023-Wks][2023_CSIR_166005_1]",Council of Scientific and Industrial Research||NIO-Goa - CSIR||ESD-NIO - CSIR,"67,42,302"
85,86.,04-Sep-2023 09:20 AM,18-Sep-2023 03:00 PM,19-Sep-2023 03:30 PM,[WAP/ENVT/PGICH/SRFF/PKG5/23/5  ][WAP/ENVT/PGICH/SRFF/PKG5/23/5  ][2023_WAPCO_166525_1],WAPCOS Limited||Centre for Environment and Construction Management||Environment Division - CECM,"25,90,845"
86,87.,04-Sep-2023 09:00 AM,09-Sep-2023 03:00 PM,11-Sep-2023 11:00 AM,[Replacement of 11KV HT cable- faulty portion-  with associated works at Telephone Exchange Tangi and Mobile BTS Nandighor under Bhubaneswar BA.][NIT No 79/BSNL-EDB/2023-24][2023_BSNL_166523_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Odisha Telecom Circle||CE (Electrical),"3,86,503"
87,88.,04-Sep-2023 09:00 AM,11-Sep-2023 03:00 PM,11-Sep-2023 03:05 PM,"[Construction/Repairing of store room, toilets of circle office in ward no 171 C R park in south zone .][MCD/TR/5330/2023_5_1_1/1][2023_MCD_166493_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"17,35,491"
88,89.,04-Sep-2023 09:00 AM,11-Sep-2023 03:00 PM,12-Sep-2023 03:30 PM,"[Supply of Wear Parts for Plasser make Tamping Machine, Duomatic 08-32C][IRCON/3018/DFC CTP12/e-Tender/Duomatic part/08-475][2023_IRCON_166506_1]",IRCON International Limited||Mumbai - IRCON||DFCCIL-Mumbai - IRCON,"31,48,270"
89,90.,04-Sep-2023 09:00 AM,20-Oct-2023 04:00 PM,21-Oct-2023 04:30 PM,[DDC EM for 9 UG and 24 Elevated stations of Bhopal and Indore metro][1976_MPMRCL_2023_BHIN_21][2023_MPMRC_166520_1],Madhya Pradesh Metro Rail Corporation Limited,"15,07,00,000"
90,91.,04-Sep-2023 09:00 AM,09-Sep-2023 03:00 PM,11-Sep-2023 11:00 AM,[Replacement of 11KV HT cable- faulty portion-  with associated works at Telephone Exchange Tangi and Mobile BTS Nandighor under Bhubaneswar BA.][NIT No 79/BSNL-EDB/2023-24][2023_BSNL_166523_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Odisha Telecom Circle||CE (Electrical),"3,86,503"
91,92.,04-Sep-2023 09:00 AM,21-Sep-2023 06:00 PM,23-Sep-2023 03:00 PM,"[Establishment of Inflight Catering and Services on Design, Build, Finance, Operate, Maintain and Transfer (DBFOMT) basis at Varanasi Airport][AAI/CHQ/BDUIFCS/VARANASHI/2023][2023_AAI_166447_1]",Airports Authority of India||CHQ - AAI||NIAMAR - AAI,"49,20,000"
92,93.,02-Sep-2023 06:35 PM,26-Sep-2023 02:00 PM,27-Sep-2023 03:00 PM,[CONSTRUCTION OF CLOSED AND OPEN STORE WITH ASSOCIATED WORKS AT FIVE LOCATIONS NAMELY KOSIKALAN TTZ MANGALORE DK MIRZAPUR MCS SINDRI DHANBAD AND SHATABDI NAGAR MEERUT Ms GAIL Gas Limited][05/51/23V1-VF-VU-VV/GAIL GAS/001-iv-02][2023_GAILG_164870_1],GAIL Gas Limited||EPMC - GAIL Gas Ltd. Noida||Contract and Procurement - EPMC Noida,NA
93,94.,02-Sep-2023 06:00 PM,30-Oct-2023 03:00 PM,31-Oct-2023 03:30 PM,[11/2023-24/BSNL/CD/Bilaspur][11/2023-24/BSNL/CD/Bilaspur date 01.09.2023][2023_BSNL_166499_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Chhattisgarh Telecom Circle- Raipur||SE Civil,0.00
94,95.,02-Sep-2023 06:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[E-tender for Expression of interest for maintenance and upkeep of part of telecom infrastructure on job basis in the area of Beed SSA of Ahmednagar BA][T-1045/2023-24][2023_BSNL_166498_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Ahmednagar","1,32,83,712"
95,96.,02-Sep-2023 06:00 PM,07-Sep-2023 06:00 PM,08-Sep-2023 06:00 PM,[Calibration charges for Xenotester equipment][3(12)/2023/Pur-S-22][2023_CSIR_164182_2],Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR,NA
96,97.,02-Sep-2023 06:00 PM,23-Sep-2023 03:00 PM,25-Sep-2023 03:30 PM,"[Supply, Installation, Testing and Commissioning of 12 X 1.5 TR split AC units and 6 X 3 TR Ductable Split AC unitsin various T.E. Bldgs under BA Varanasi(TE Bldg.  Mugalsarai, Khamariya, Zamania BA Varanasi)][04/NIT/BED/VNS/2023-24][2023_BSNL_166513_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Varanasi,"14,63,230"
97,98.,02-Sep-2023 06:00 PM,11-Sep-2023 06:00 PM,13-Sep-2023 03:00 PM,"[Renovation Work in 4th Floor meeting hall at BSNL  Corporate Office, Bharat Sanchar Bhawan, Janpath New Delhi (Recall).][48/EE/BCD-II/AB/ND/2023-24][2023_BSNL_166514_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Maintenance Region||PCE Civil,"1,68,588"
98,99.,02-Sep-2023 06:00 PM,12-Sep-2023 12:00 PM,13-Sep-2023 12:00 PM,[Operation and Comprehensive maintenance of Electromechanical services for TE Bldg Jagraon and Raikot][20/EE/E/BSNL/ED/CHD/2023-24][2023_BSNL_166517_2],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Punjab Telecom Circle||CE (Electrical),"19,89,066"
99,100.,02-Sep-2023 06:00 PM,12-Sep-2023 12:00 PM,13-Sep-2023 12:00 PM,[Operation and Comprehensive maintenance of Electromechanical services for T.E Bldg. Jagraon and Raikot][20/EE/E/BSNL/ED/CHD/2023-24][2023_BSNL_166517_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Punjab Telecom Circle||CE (Electrical),"19,89,066"
100,101.,02-Sep-2023 06:00 PM,30-Oct-2023 03:00 PM,31-Oct-2023 03:30 PM,[11/2023-24/BSNL/CD/Bilaspur][11/2023-24/BSNL/CD/Bilaspur date 01.09.2023][2023_BSNL_166499_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Chhattisgarh Telecom Circle- Raipur||SE Civil,0.00
101,102.,02-Sep-2023 06:00 PM,08-Sep-2023 03:00 PM,11-Sep-2023 11:00 AM,[DUCTING PKG AC][97  / NIT/BSNL/GHED/2023-24][2023_BSNL_166477_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Assam Telecom Circle Guwahati||CE (Electrical)||EE (Elect), Guwahati","4,97,857"
102,103.,02-Sep-2023 06:00 PM,07-Sep-2023 06:00 PM,08-Sep-2023 06:00 PM,[Calibration charges for Xenotester equipment][3(12)/2023/Pur-S-22][2023_CSIR_164182_2],Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR,NA
103,104.,02-Sep-2023 06:00 PM,11-Sep-2023 02:00 PM,11-Sep-2023 02:30 PM,[Imp/Repair of walkway of Bhagat singh Park in C 9 block Yamuna Vihar ward 232 in M II Shah. (N).][MCD/TR/5654/2023_5_1_1/1][2023_MCD_166411_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"22,37,097"
104,105.,02-Sep-2023 06:00 PM,11-Sep-2023 02:00 PM,11-Sep-2023 02:30 PM,"[Imp/Repair of boundary wall Shyam Park near C9/248 in C 9 block Yamuna Vihar ward 232 in M II Shah. (N).- Imp/Repair of boundary wall , courtyard and main gate of Shyam Park near C9/248 in C 9 block Yamuna Vihar ward 232 in M II Shah. (N).-General Ci][MCD/TR/5651/2023_5_1_1/1][2023_MCD_166424_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"8,31,789"
105,106.,02-Sep-2023 06:00 PM,08-Sep-2023 10:00 AM,09-Sep-2023 10:00 AM,"[Manpower based housekeeping contract for housekeeping of different Plant Areas, Building,][JPL-CnM-OT-23-24-1200007722][2023_JPL_165695_2]",Jhabua Power Ltd,NA
106,107.,02-Sep-2023 06:00 PM,11-Sep-2023 02:00 PM,11-Sep-2023 02:30 PM,[Imp/Repair and raising of boundary wall of Bhagat singh Park in C 9 block Yamuna Vihar ward 232 in M II Shah. (N).- Imp/Repair and raising of boundary wall and pdg. Shed along wall infront of H No C-8/105 of Bhagat singh Park in C 9 block Yamuna Viha][MCD/TR/5652/2023_5_1_1/1][2023_MCD_166419_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"9,97,462"
107,108.,02-Sep-2023 06:00 PM,11-Sep-2023 02:00 PM,11-Sep-2023 02:00 PM,[Civil Work][MCD/TR/5140/2023_5_1_1/1][2023_MCD_166434_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"3,94,480"
108,109.,02-Sep-2023 06:00 PM,11-Sep-2023 02:00 PM,11-Sep-2023 02:30 PM,"[Improvement / Dev of Satsang Park Bhajanpura Yamuna Vihar ward 232 Yamuna Vihar M II Shah. (N).- Improvement / Dev of main gate , construction of shed , raising of courtyard , pdg interlocking tiles and pdg brick work around trees at Satsang Park Bha][MCD/TR/5649/2023_5_1_1/1][2023_MCD_166427_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"11,97,400"
109,110.,02-Sep-2023 05:50 PM,02-Oct-2023 12:00 PM,03-Oct-2023 12:15 PM,"[Assistance to Central Service Group HME and ERS II for repairing of 6.6KV, HT Motors.][23-24/C-107/NIT-1346][2023_BPSCL_166483_1]",Bokaro Power Supply Company (P) Limited||Material Management Department - BPSCL,"18,26,981"
110,111.,02-Sep-2023 05:50 PM,19-Sep-2023 05:00 PM,20-Sep-2023 05:00 PM,[Repair Work][NHAI/PIU/THANJ/11019/60/2018][2023_NHAI_166516_2],National Highways Authority of India||RO-Chennai - NHAI,"99,66,472"
111,112.,02-Sep-2023 05:50 PM,19-Sep-2023 05:00 PM,20-Sep-2023 05:00 PM,[Repair Work][NHAI/PIU/THANJ/11019/60/2018][2023_NHAI_166516_1],National Highways Authority of India||RO-Chennai - NHAI,"99,66,472"
112,113.,02-Sep-2023 05:50 PM,08-Sep-2023 06:00 PM,11-Sep-2023 03:30 PM,[Special repair and other civil works of Repeater Station Building at Hirodih ADDITIONAL WORKS][23/NIT/EE(C)/BCD/RCH/2023-24][2023_BSNL_166518_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Jharkhand Telecom Circle||CE (Civil),NA
113,114.,02-Sep-2023 05:45 PM,09-Sep-2023 06:00 PM,11-Sep-2023 03:00 PM,[Supply of Multi Gas Detector and Hydrogen Monitor][JPL-CnM-LT-2023-1100011693][2023_JPL_166508_1],Jhabua Power Ltd,NA
114,115.,02-Sep-2023 05:30 PM,07-Sep-2023 05:30 PM,08-Sep-2023 05:30 PM,[Procurement of Spares and consumables of Ultra Performance Liquid Chromatography][3(13)/2023/Pur-S-26][2023_CSIR_166512_1],Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR,NA
115,116.,02-Sep-2023 05:25 PM,16-Sep-2023 03:00 PM,18-Sep-2023 03:30 PM,[WAP/ENVT/ESIC/SRROH/PKG1/23/01][WAP/ENVT/ESIC/SRROH/PKG1/23/01][2023_WAPCO_166515_1],WAPCOS Limited||Centre for Environment and Construction Management||Environment Division - CECM,"67,02,380"
116,117.,02-Sep-2023 05:00 PM,12-Sep-2023 06:00 PM,14-Sep-2023 12:30 PM,"[Outsourcing of Operation and Comprehensive Maintenance of Electromechanical services at TE Bldg IQ and Staff Qtrs  Dugri, Ludhiana.][EE/E/BSNL/ED/LDH/NIT/23-24/06][2023_BSNL_161497_4]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Punjab Telecom Circle||CE (Electrical),"5,77,070"
117,118.,02-Sep-2023 05:00 PM,02-Oct-2023 01:00 PM,03-Oct-2023 02:30 PM,[PUR/IICT/DMS/454/23-24][PUR/IICT/DMS/454/23-24][2023_CSIR_166502_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,NA
118,119.,02-Sep-2023 05:00 PM,26-Sep-2023 01:00 PM,27-Sep-2023 02:30 PM,[PUR/IICT/DMS/479/23-24][PUR/IICT/DMS/479/23-24][2023_CSIR_166509_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,NA
119,120.,02-Sep-2023 05:00 PM,18-Sep-2023 05:00 PM,19-Sep-2023 05:00 PM,[Jungle cutting of inside and outside of CISF complex area at DVC RTPS][DVC/Tender/RTPS/CIVIL/215][2023_DVC_166467_1],Damodar Valley Corporation||RTPS Raghunathpur - DVC||C and M,"8,36,820"
120,121.,02-Sep-2023 05:00 PM,23-Sep-2023 05:00 PM,25-Sep-2023 12:00 PM,"[E-Tender for SLA based Operation and Maintenance of Telecom Sites, Security, Cleaning-sweeping of Building and Office assist work in Bilaspur BA][T-186/SLA Exch.-Mtc./Bil-BA/23-24][2023_BSNL_166489_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Chhattisgarh Telecom Circle- Raipur||PGMTD Bilaspur,"2,89,87,080"
121,122.,02-Sep-2023 05:00 PM,12-Sep-2023 06:00 PM,14-Sep-2023 12:30 PM,"[Outsourcing of Operation and Comprehensive Maintenance of Electromechanical services at TE Bldg IQ and Staff Qtrs  Dugri, Ludhiana.][EE/E/BSNL/ED/LDH/NIT/23-24/06][2023_BSNL_161497_4]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Punjab Telecom Circle||CE (Electrical),"5,77,070"
122,123.,02-Sep-2023 04:00 PM,22-Sep-2023 03:00 PM,23-Sep-2023 03:00 PM,[31 nos. Stand Alone Water Supply ][NPCC/EZ/PHE/23-24/421 dt. 02.09.23][2023_NPCC_166501_1],National Projects Construction Corporation Limited||Eastern Zone (Kolkata) - NPCC,"8,14,45,926"
123,124.,02-Sep-2023 04:00 PM,23-Sep-2023 04:00 PM,25-Sep-2023 04:00 PM,"[Notice Inviting e-Tender for LICENSE FOR RETAIL OUTLET FOR APPAREL SHOP IN SHA, UPPER GROUND FLOOR at NITB, VSI Airport, Port Blair][AAI/PB/COMML/Apparel/2023][2023_AAI_166356_1]",Airports Authority of India||Eastern Region - AAI||PORTBLAIR - AAI||TERMINAL MGMT-VOPB - AAI,"15,36,000"
124,125.,02-Sep-2023 04:00 PM,18-Sep-2023 02:30 PM,20-Sep-2023 03:00 PM,[supply of Spares for RU 12 Packer Machine][TCF/MM/3080/23][2023_CCI_165833_1],Cement Corporation of India Limted||Tandur Cement Factory - CCI,NA
125,126.,02-Sep-2023 04:00 PM,23-Sep-2023 02:00 PM,25-Sep-2023 03:00 PM,"[E-BID FOR PROVIDING RF SOLUTION TO CRPF, BACHELI, CHHATTISGARH, CUSTOMER OF BSNL CG TELECOM CIRCLE ON CAPEX BASIS][CGMT/CG/EB/SI/CRPF/428/2023-24][2023_BSNL_166435_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Chhattisgarh Telecom Circle- Raipur||O/o CGMT, Chhattisgarh, Raipur",NA
126,127.,02-Sep-2023 04:00 PM,23-Sep-2023 04:00 PM,25-Sep-2023 04:00 PM,"[Notice Inviting e-Tender For LICENSE FOR RETAIL OUTLET FOR TOYS AND TRAVEL ACCESSORIES SHOP IN SHA, UPPER GROUND FLOOR at NITB, VSI Airport, Port Blair][ AAI/PB/COMML/Toys and Travel Accessory /2023 ][2023_AAI_166357_1]",Airports Authority of India||Eastern Region - AAI||PORTBLAIR - AAI||TERMINAL MGMT-VOPB - AAI,"15,36,000"
127,128.,02-Sep-2023 04:00 PM,16-Sep-2023 06:00 PM,19-Sep-2023 11:00 AM,[Patch Repairs to bituminous road from Park west gate to Palta Park North Gate of MSF Ishapore.][MSF/13/2022-23/CO][2023_YIL_166469_1],Yantra India Limited||METAL AND STEEL FACTORY - 24 PARGANAS,"6,78,640"
128,129.,02-Sep-2023 04:00 PM,22-Sep-2023 03:00 PM,23-Sep-2023 03:00 PM,"[Sinking of Tube Well ,Laying distribution ][NPCC/EZ/PHE/23-24/422 dt. 02.09.2023][2023_NPCC_166505_1]",National Projects Construction Corporation Limited||Eastern Zone (Kolkata) - NPCC,"10,01,74,430"
129,130.,02-Sep-2023 04:00 PM,12-Sep-2023 11:30 AM,13-Sep-2023 11:30 AM,"[Balance common services works viz Fire fighting, UG tank and Pump Room, WTP, ETP, STP (Including Collection Chamber), Sewer line, Effluent line and Substation work and allied Civil works, etc. in National Capital Region][HITES/IDN/BW/2023-24][2023_HITE_165908_1]",HITES,NA
130,131.,02-Sep-2023 03:45 PM,08-Sep-2023 04:00 PM,09-Sep-2023 04:30 PM,"[Architectural and Engineering Consultancy Services for The Extension of Block Veterinary Dispensary / Sub Block Veterinary Dispensary at Allipangal, Paradeep, Balikuda in the Jagatsinghpur Districts of Odisha][NPCC/SEZ/AC/VET-JAG/334][2023_NPCC_166500_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,NA
131,132.,02-Sep-2023 03:30 PM,25-Sep-2023 11:00 AM,03-Oct-2023 11:00 AM,[eTender for procurement of Infra Monitoring IM System.][NIT No 24/EEE/BSNL/ED/MI/2023-24][2023_BSNL_166496_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||CE (E) Mumbai||EE ( E ) Mumbai,NA
132,133.,02-Sep-2023 03:15 PM,08-Sep-2023 04:00 PM,09-Sep-2023 04:30 PM,"[Architectural and Engineering Consultancy Services for The Extension of Block Veterinary Dispensary / Sub Block Dispensary,Sub-Divisional Veterinary Hospital At Hindol, Joranda, Rasal in the Dhenkanal,Odisha][ NPCC/SEZ/AC/VET-DHN/333][2023_NPCC_166488_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,NA
133,134.,02-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,09-Sep-2023 03:00 PM,[SUPPLY OF SPARES PARTS ALONG WITH SERVICING OF SIEMENS MAKE S7 300 PLC AUTOMATION SYSTEM][HBL/TEN/PUB/23-24/210][2023_HPCLB_166497_1],HPCL Biofuels Limited||Purchase (Patna),NA
134,135.,02-Sep-2023 03:00 PM,25-Sep-2023 11:00 AM,26-Sep-2023 11:30 AM,[IPRCL Mumbai Projects WCL Makardhokra Elec 2023 01 ][IPRCLMUMBAIWCLMAKARDHOKRA][2023_IPRCL_166486_1],Indian Port Rail Corporation Ltd.,"11,93,46,582"
135,136.,02-Sep-2023 02:30 PM,15-Sep-2023 03:00 PM,16-Sep-2023 03:00 PM,"[SERVICING, OVERHAULING AND TESTING OF OLTC OF 25 MVA TRANSFORMER][HBL/TEN/PUB/23-24/209][2023_HPCLB_166494_1]",HPCL Biofuels Limited||Purchase (Patna),NA
136,137.,02-Sep-2023 02:10 PM,15-Sep-2023 06:00 PM,16-Sep-2023 06:00 PM,[Construction of Rain Water Harvesting Structure][WAP/PHIW/GN/DMF/VR/2023/09/08][2023_WAPCO_166492_1],WAPCOS Limited||Centre for Port and Harbour and Inland Waterways||Port and Harbour (Gandhinagar) - CPHIW,"20,22,925"
137,138.,02-Sep-2023 02:00 PM,04-Oct-2023 04:00 PM,05-Oct-2023 04:00 PM,[Urgent work for road marking][NHAI/PIU/Thanj/11015/10/2007][2023_NHAI_166481_1],National Highways Authority of India||RO-Chennai - NHAI,"78,16,573"
138,139.,02-Sep-2023 02:00 PM,25-Sep-2023 05:00 PM,26-Sep-2023 05:00 PM,"[Appointment of Safety Consultant from Sardar Patel Ring Road (km 0.00) to Adhelai village of Bhavnagar dist (km 109.019) of Ahmedabad-Dholera Greenfild Alignment (NH-751) under Bharatmala pariyojana in Gujarat on EPC Mode A-D Exp Pkg-1,2,3,4][NHAI/RO-GNR/RSC/AD/Pkg 1-4/ 2023][2023_NHAI_166491_1]",National Highways Authority of India||Head Office - NHAI,0.00
139,140.,02-Sep-2023 02:00 PM,23-Sep-2023 02:00 PM,25-Sep-2023 03:00 PM,[Tender for ARC of Power plant modules in Khammam OA][GMT-NGD BA/MM/KHM OA/PP ARC/2023-24/ dtd 29.08.23][2023_BSNL_166485_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Telengana Telecom Circle- Hyderabad||GMTD Nalgonda,"15,42,500"
140,141.,02-Sep-2023 01:45 PM,08-Sep-2023 04:00 PM,09-Sep-2023 04:30 PM,"[Architectural and Engineering Consultancy Services for the Extension of Block Veterinary Dispensary, Sub-Divisional Veterinary Hospital and Construction of Modular of Complex at Barkote, Reamal, Deogarh in the Deogarh Districts of Odisha][NPCC/SEZ/AC/VET-DEO/332][2023_NPCC_166484_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,NA
141,142.,02-Sep-2023 01:00 PM,13-Sep-2023 04:00 PM,14-Sep-2023 04:00 PM,[Appointment of Technical Consultant for SEL/ Multimedia Technology Works ][ITDC/Engg/Consultant/SEL/2023][2023_ITDC_166480_1],India Tourism Development Corporation Ltd.||The Ashok - ITDC,0.00
142,143.,02-Sep-2023 01:00 PM,07-Sep-2023 02:30 PM,07-Sep-2023 03:00 PM,[Testing Charges Material Youngs modulus and Poissos ratio test][606/0049/2023][2023_CEL_166482_1],Central Electronics Limited,NA
143,144.,02-Sep-2023 12:40 PM,07-Sep-2023 01:00 PM,08-Sep-2023 03:00 PM,[Supply of load cell for Madhuband Washery site][HEC/PROJ/PUR/MADHUBAND/23-3152][2023_HEC_166476_1],Heavy Engineering Corporation Limited||Project - HEC||Purchase-Project - HEC,NA
144,145.,02-Sep-2023 12:00 PM,22-Sep-2023 03:00 PM,23-Sep-2023 03:00 PM,"[9.3KM Raliang-Umrangso OFC PATCH WORK UNDER DIVISIONAL ENGINEER (M) CORE NETWORK Tx-NER , BSNL, Shillong Division][CNTx/Shillong/ A-4/ Raliang-Umrangso/23-24/1 ][2023_BSNL_154963_3]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||North East Task Force Circle||O/o CGM NETF Guawahati,"18,94,428"
145,146.,02-Sep-2023 12:00 PM,12-Sep-2023 03:00 PM,13-Sep-2023 03:00 PM,[18/RS/PAC/383/2023-PB/T-99][18/RS/PAC/383/2023-PB/T-99][2023_CSIR_166471_1],Council of Scientific and Industrial Research||NPL New Delhi - CSIR||Purchase-NPL - CSIR,NA
146,147.,02-Sep-2023 12:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Short Term Improvement and Routine Maintenance for the work of  Six Laning of Aurangabad to Bihar/ Jharkhand Border (Chordaha) Section of NH-02 from km. 180.00 to km. 209.827 (PKG-I) and km. 209.827 to Km249.525 (PKG - II) in the State of Bihar ][NIT No- 208/RO-PATNA/NHAI/2023-24][2023_NHAI_166468_1],National Highways Authority of India||RO-Patna - NHAI,"3,05,27,241"
147,148.,02-Sep-2023 12:00 PM,12-Sep-2023 03:00 PM,13-Sep-2023 03:00 PM,[500KVA Compact Substations for Ash Dyke Area][100000841][2023_APCPL_152940_3],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
148,149.,02-Sep-2023 12:00 PM,07-Sep-2023 02:30 PM,07-Sep-2023 03:00 PM,[SUPPLY OF DIAMOND WHEELS WITH ALLUMINIUM BODY FOR R12 M/C][603/0228/2023][2023_CEL_166473_1],Central Electronics Limited,NA
149,150.,02-Sep-2023 12:00 PM,16-Sep-2023 12:00 PM,18-Sep-2023 12:00 PM,[Providing Chainlink fencing from outside of main gate complex upto IB Near Kewabathan at one side and upto material gate on the other side parallel to outside road for beautification and landscaping at DVC RTPS][DVC/TENDER/HQ/CIVIL/0008][2023_DVC_166449_1],Damodar Valley Corporation||RTPS Raghunathpur - DVC||C and M,"73,44,591"
